Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Signaling by Rho GTPases	115/672	0.9985603417627481	0.9999963891873126	0	0	0.7434346015760118	0.0010710629154164976	RTKN;ITSN1;STMN2;BUB1B;PREX2;CDC20;STK10;DOCK11;TUBB6;ARHGAP42;PPP2R1B;ARHGAP40;KIF5B;STARD8;CYBA;TIAM2;ALDH3A2;AR;DEPDC1B;OBSCN;BTK;NGEF;S100A8;ROPN1;GRB7;TMEM87A;GARRE1;IQGAP3;PRKCZ;KALRN;RHOBTB1;ARHGAP21;KLC3;ARHGAP20;RHPN1;SFN;RHPN2;SPTBN1;FAM83B;MCAM;CAV1;ARHGAP29;ARHGAP28;ARHGAP24;ARHGAP33;ARHGAP31;DIAPH2;KIF18A;VANGL2;RPS27;UBXN11;NOXA1;PLXNB1;CALM1;FERMT2;PICALM;ARHGAP9;ITGB1;DOCK6;RASGRF2;OSBPL11;ARHGAP4;LRRC1;AKAP12;TAGAP;RAC2;WDR6;YWHAG;PLEKHG4;PLEKHG1;ARHGEF15;PLEKHG6;ARHGEF19;RHOH;ARAP3;PPP2R5A;RHOB;ZAP70;GFOD1;LCK;PEAK1;RHOV;SOS1;RHOQ;VAMP3;TUBAL3;ROCK2;NOXO1;AURKB;FGD5;SH3BP1;CHN2;PLEKHG4B;NHS;SLITRK5;PAK6;STOM;PAK3;BUB1;WASF3;PAK5;PAK4;MCF2;H2BC4;CDC42BPA;DEF6;ACTC1;TAOK1;DLC1;CENPK;CENPM;FILIP1;VIM;MAD2L1;TJP2
APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint	5/61	0.9985984799605603	0.9999963891873126	0	0	0.32367365874672765	4.539533056586548E-4	CDC20;BUB1B;PSMD1;RPS27A;MAD2L1
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	118/688	0.9986036166369052	0.9999963891873126	0	0	0.7453223339434819	0.0010414830314000464	RTKN;ITSN1;STMN2;BUB1B;PREX2;CDC20;STK10;DOCK11;TUBB6;ARHGAP42;HTR7;PPP2R1B;ARHGAP40;KIF5B;STARD8;CYBA;TIAM2;ALDH3A2;AR;DEPDC1B;OBSCN;BTK;NGEF;S100A8;ROPN1;GRB7;TMEM87A;GARRE1;RHOBTB3;IQGAP3;PRKCZ;KALRN;RHOBTB1;ARHGAP21;KLC3;ARHGAP20;RHPN1;SFN;RHPN2;SPTBN1;FAM83B;MCAM;CAV1;ARHGAP29;ARHGAP28;ARHGAP24;ARHGAP33;ARHGAP31;DIAPH2;KIF18A;VANGL2;RPS27;UBXN11;NOXA1;PLXNB1;CALM1;FERMT2;PICALM;ARHGAP9;ITGB1;DOCK6;RASGRF2;OSBPL11;ARHGAP4;LRRC1;AKAP12;TAGAP;RAC2;WDR6;YWHAG;PLEKHG4;PLEKHG1;ARHGEF15;PLEKHG6;ARHGEF19;RHOH;ARAP3;PPP2R5A;RHOB;ZAP70;GFOD1;LCK;PEAK1;RHOV;SOS1;RHOQ;VAMP3;TUBAL3;ROCK2;NOXO1;AURKB;TRAK2;FGD5;SH3BP1;CHN2;PLEKHG4B;NHS;SLITRK5;PAK6;STOM;PAK3;BUB1;WASF3;PAK5;PAK4;MCF2;H2BC4;CDC42BPA;DEF6;ACTC1;TAOK1;DLC1;CENPK;CENPM;FILIP1;VIM;MAD2L1;TJP2
Assembly of the ORC Complex at the Origin of Replication	2/37	0.9986192739699162	0.9999963891873126	0	0	0.2072852506788529	2.864019080807672E-4	ORC6;H2BC4
Regulation of Activated PAK-2p34 by Proteasome Mediated Degradation	2/37	0.9986192739699162	0.9999963891873126	0	0	0.2072852506788529	2.864019080807672E-4	PSMD1;RPS27A
Pre-NOTCH Expression and Processing	9/89	0.9986240974454648	0.9999963891873126	0	0	0.40758068260970515	5.61177453719713E-4	KAT2B;KAT2A;CCND1;ELF3;MIR34A;NOTCH4;H2BC4;E2F1;MAMLD1
Cellular Responses to Stress	137/787	0.998699813792324	0.9999963891873126	0	0	0.7582447033703316	9.865007617700739E-4	RPL5;RPL3;RPL32;RPL31;RPL34;RPL8;RPL10A;ETS1;RPS15;RPS14;TUBB6;RPS17;RPS16;RPL18A;RPS19;CREB3L4;RPS18;AKT2;MYC;RPS6KA2;AKT3;RPS6KA1;RPL36;PSMD1;RPL35;RPL37;CHAC1;RPS11;RPL39;RPS10;RPS12;G6PD;RPS9;NUP210;RPL21;RPS7;RPS8;DDX11;RPS5;RPS6;TALDO1;CYBA;RPSA;COX6B2;PGD;ERN1;AR;RRAGC;RPL24;RPL27;RPL26;ATF5;RPL29;TLN1;RPL28;FKBP5;ABCG2;PDGFA;HIGD1A;COX7A1;SERPINH1;HMOX1;IGFBP7;STAP2;APOB;HSPA8;RPL41;IDH1;GFPT1;HMGA1;PTK6;HSPA12A;HSPA12B;PRDX6;H1-2;RPS25;GCLC;IL6;RPS28;RPS27;RPS29;RPL27A;ID1;NOX4;CYCS;RPS21;RPS24;EZH2;CDKN1A;CXCL8;RPLP1;HSPB8;RPLP0;COX4I2;HBB;TCIRG1;ME1;VENTX;GPX3;PLA2G4B;RPL13A;RPS3A;CAT;PPARA;TKT;CRYAB;TLR4;ATP6V1B1;TUBAL3;RPL12;RPL36A;EXOSC5;EXTL1;RPS15A;NRIP1;E2F1;RPL14;RPS3;E2F2;RPL13;RPS2;RPS27A;RPL18;RPL17;FNIP2;MAP4K4;NQO1;CDKN2B;CDKN2C;EGF;H2BC4;RPL35A;MAPK10;CAPZA3;GSTA1;RPL22L1;FAU
Hh Mutants Abrogate Ligand Secretion	3/46	0.9987276056069024	0.9999963891873126	0	0	0.2530100992672235	3.221336156964234E-4	DHH;PSMD1;RPS27A
NIK-->noncanonical NF-kB Signaling	3/46	0.9987276056069024	0.9999963891873126	0	0	0.2530100992672235	3.221336156964234E-4	PSMD1;RPS27A;RELB
Activation of NF-kappaB in B Cells	4/54	0.9987344500693379	0.9999963891873126	0	0	0.2900556586270872	3.6731239380642677E-4	PSMD1;RPS27A;NFKBIE;CARD11
ISG15 Antiviral Mechanism	7/76	0.9987554768327296	0.9999963891873126	0	0	0.3676329623538196	4.578126770696242E-4	EIF4E3;NUP210;KPNA2;RPS27A;KPNA3;USP18;EIF4G3
HDR Through Homologous Recombination (HRR)	6/69	0.9987690831916023	0.9999963891873126	0	0	0.34517732847199206	4.251462890639266E-4	RAD51AP1;RTEL1;EME2;POLD1;XRCC3;RPS27A
RHO GTPases Activate PKNs	5/62	0.9988307226234863	0.9999963891873126	0	0	0.3179748257212272	3.720183087231292E-4	AR;H2BC4;SFN;YWHAG;RHOB
Regulation of Ornithine Decarboxylase (ODC)	2/38	0.9988904998746533	0.9999963891873126	0	0	0.20151444908051305	2.2370442952121032E-4	NQO1;PSMD1
RNA Polymerase III Transcription Initiation From Type 3 Promoter	1/28	0.9988967592203758	0.9999963891873126	0	0	0.1343890820136475	1.4834536099430718E-4	SNAPC4
tRNA-derived Small RNA (tsRNA or tRNA-related Fragment, tRF) Biogenesis	1/28	0.9988967592203758	0.9999963891873126	0	0	0.1343890820136475	1.4834536099430718E-4	TRK-TTT3-1
Signaling by WNT	42/287	0.9989510764025014	0.9999963891873126	0	0	0.6192526238384919	6.498895918389885E-4	WNT6;GNG2;PPP2R1B;SOX17;WIF1;AKT2;MYC;GNG7;RAC2;PSMD1;PDE6B;SOX9;RSPO1;RPS27A;SOX7;WNT4;FZD1;RNF43;WNT10A;WNT5B;FZD4;WNT3A;FZD7;CAV1;H2BC4;WNT9B;PPP2R5A;KREMEN2;WNT16;DKK1;RUNX3;GNG11;DKK2;DKK4;GNAO1;SFRP1;VANGL2;GNB3;TCF4;CALM1;LGR6;PLCB2
Amino Acids Regulate mTORC1	4/55	0.9989546274400793	0.9999963891873126	0	0	0.28435010367783475	2.9740727359501884E-4	RRAGC;TCIRG1;FNIP2;ATP6V1B1
G1 S DNA Damage Checkpoints	4/55	0.9989546274400793	0.9999963891873126	0	0	0.28435010367783475	2.9740727359501884E-4	CDKN1A;PSMD1;RPS27A;ZNF385A
Global Genome Nucleotide Excision Repair (GG-NER)	8/84	0.998959260924825	0.9999963891873126	0	0	0.38137125543664174	3.9711464991102144E-4	INO80B;LIG1;CCNH;POLD1;GTF2H2;RPS27A;RAD23B;DDB2
HIV Transcription Initiation	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
RNA Polymerase II HIV Promoter Escape	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
RNA Polymerase II Promoter Escape	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
RNA Polymerase II Transcription Initiation	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
RNA Polymerase II Transcription Initiation And Promoter Clearance	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	3/47	0.9989613767781443	0.9999963891873126	0	0	0.24724406129460616	2.5692687174254234E-4	CCNH;TAF13;GTF2H2
Signaling by Hedgehog	16/136	0.9989926081090625	0.9999963891873126	0	0	0.4826046511627907	4.8641705956776777E-4	INTU;DHH;HHIP;PTCH2;ARRB1;ADCY1;GLI1;ADCY5;TUBB6;SMO;PRKAR2B;PRKACG;PSMD1;NOTUM;PRKACA;RPS27A
Programmed Cell Death	27/202	0.9989997174265309	0.9999963891873126	0	0	0.5578962795190354	5.583332182777011E-4	FASLG;BBC3;SDCBP;AKT2;AKT3;E2F1;PSMD1;SFN;BMF;CD14;RPS27A;ELANE;YWHAG;CARD8;IL18;BMX;H1-2;TJP1;OCLN;CHMP4C;CYCS;PRKCQ;VIM;TLR4;TP73;TJP2;BIRC3
APC C Cdc20 Mediated Degradation of Mitotic Proteins	5/63	0.9990253000879604	0.9999963891873126	0	0	0.31247250417936473	3.0471544953542754E-4	CDC20;BUB1B;PSMD1;RPS27A;MAD2L1
Dual Incision in TC-NER	5/63	0.9990253000879604	0.9999963891873126	0	0	0.31247250417936473	3.0471544953542754E-4	XAB2;CCNH;POLD1;GTF2H2;RPS27A
Translation of Structural Proteins 9694635	5/63	0.9990253000879604	0.9999963891873126	0	0	0.31247250417936473	3.0471544953542754E-4	MGAT4C;PARP10;ST6GALNAC3;RPS27A;ST3GAL1
Mitotic Spindle Checkpoint	12/111	0.9990302858355558	0.9999963891873126	0	0	0.43891517404528557	4.2582876073671993E-4	CDC20;KIF18A;RPS27;PPP2R1B;TAOK1;CENPK;BUB1B;PPP2R5A;CENPM;BUB1;AURKB;MAD2L1
Autodegradation of the E3 Ubiquitin Ligase COP1	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	PSMD1;RPS27A
Chromatin Modifications During the Maternal to Zygotic Transition (MZT)	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	UHRF1;H2BC4
Mitophagy	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	RPS27A;OPTN
Response of Mtb to Phagocytosis	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	RPS27A;CORO1A
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	PSMD1;RPS27A
p53-Independent DNA Damage Response	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	PSMD1;RPS27A
p53-Independent G1 S DNA Damage Checkpoint	2/39	0.9991088517990142	0.9999963891873126	0	0	0.1960555827037051	1.7479247439188429E-4	PSMD1;RPS27A
Processing of Capped Intronless Pre-mRNA	1/29	0.9991345932074536	0.9999963891873126	0	0	0.12958119516636318	1.1218899804856556E-4	CPSF1
Defective CFTR Causes Cystic Fibrosis	3/48	0.999152756005215	0.9999963891873126	0	0	0.24173429167632737	2.0489473713586578E-4	DERL3;PSMD1;RPS27A
RMTs Methylate Histone Arginines	3/48	0.999152756005215	0.9999963891873126	0	0	0.24173429167632737	2.0489473713586578E-4	H2AC25;CCND1;RPS2
Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins	5/64	0.9991881398008724	0.9999963891873126	0	0	0.3071567020118027	2.4946958217904634E-4	CDC20;BUB1B;PSMD1;RPS27A;MAD2L1
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	8/86	0.9992483485399456	0.9999963891873126	0	0	0.37154488965073923	2.7937726910633653E-4	RNF125;CASP10;IRF7;S100A12;RPS27A;S100B;IKBKE;AGER
Regulation of Apoptosis	2/40	0.999284511858359	0.9999963891873126	0	0	0.19088402508357125	1.3662413868205557E-4	PSMD1;RPS27A
Vpr-mediated Nuclear Import of PICs	2/40	0.999284511858359	0.9999963891873126	0	0	0.19088402508357125	1.3662413868205557E-4	NUP210;HMGA1
Vpu Mediated Degradation of CD4	2/40	0.999284511858359	0.9999963891873126	0	0	0.19088402508357125	1.3662413868205557E-4	PSMD1;RPS27A
E3 Ubiquitin Ligases Ubiquitinate Target Proteins	4/57	0.999288315739026	0.9999963891873126	0	0	0.27358490566037735	1.9477538891188865E-4	RNF144A;PEX5;H2BC4;RPS27A
Retrograde Transport at the Trans-Golgi-Network	3/49	0.9993092829164845	0.9999963891873126	0	0	0.23646407725884333	1.6338621112210977E-4	VPS51;RHOBTB3;VAMP3
HSF1 Activation	1/30	0.99932103258862	0.9999963891873126	0	0	0.12510488672233988	8.497099062101029E-5	SERPINH1
Synthesis of Active Ubiquitin Roles of E1 and E2 Enzymes	1/30	0.99932103258862	0.9999963891873126	0	0	0.12510488672233988	8.497099062101029E-5	RPS27A
RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function	5/65	0.9993242722566151	0.9999963891873126	0	0	0.30201809324982604	2.0415098762690176E-4	KAT2B;NR4A3;H2BC4;PRKCQ;ZFPM1
Respiratory Syncytial Virus Infection Pathway	15/133	0.9993512944675069	0.9999963891873126	0	0	0.4600625002462967	2.985419325767791E-4	CX3CR1;HSPA8;MED16;HSPG2;OAS2;MAP1B;GPC2;CD14;TLR6;RPS27A;AGRN;TLR4;GPC6;TLR2;SEC11C
Regulation of PLK1 Activity at G2 M Transition	8/87	0.9993619470051606	0.9999963891873126	0	0	0.3668182833233431	2.3412420400650957E-4	CCNB2;PRKAR2B;HAUS5;PRKACA;TUBG1;RPS27A;YWHAG;OPTN
PKR-mediated Signaling	7/80	0.9993654603951138	0.9999963891873126	0	0	0.3473996763702604	2.2050882157301446E-4	HSPA8;TUBB6;PPP2R1B;TUBAL3;SPHK1;FANCA;PPP2R5A
Oxidative Stress Induced Senescence	9/94	0.9993735236095881	0.9999963891873126	0	0	0.3834824294240566	2.4031797280236588E-4	MAPK10;CDKN2B;CDKN2C;H2BC4;E2F1;E2F2;RPS27A;MAP4K4;EZH2
Defective Pyroptosis	2/41	0.9994257315726526	0.9999963891873126	0	0	0.18597767554652117	1.0683178525528131E-4	H2BC4;EZH2
PRC2 Methylates Histones and DNA	2/41	0.9994257315726526	0.9999963891873126	0	0	0.18597767554652117	1.0683178525528131E-4	H2BC4;EZH2
Unfolded Protein Response (UPR)	9/95	0.9994659379997882	0.9999963891873126	0	0	0.3789990334825406	2.0246305062444076E-4	ERN1;EXOSC5;CXCL8;EXTL1;CREB3L4;DDX11;PLA2G4B;GFPT1;TLN1
Interleukin-1 Signaling	10/102	0.999482781400256	0.9999963891873126	0	0	0.39358630020800095	2.0362281836700723E-4	MAP2K1;TIFA;PSMD1;S100A12;IRAK3;NOD2;RPS27A;S100B;AGER;USP18
B-WICH Complex Positively Regulates rRNA Expression	4/59	0.9995167277515882	0.9999963891873126	0	0	0.2636026311350987	1.2742262862663404E-4	KAT2B;KAT2A;MYO1C;H2BC4
tRNA Processing in the Nucleus	4/59	0.9995167277515882	0.9999963891873126	0	0	0.2636026311350987	1.2742262862663404E-4	RPPH1;NUP210;CPSF1;XPOT
Degradation of AXIN	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	PSMD1;RPS27A
FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	PSMD1;RPS27A
Formation of WDR5-containing Histone-Modifying Complexes	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	KAT2B;KAT2A
GSK3B and BTRC CUL1-mediated-degradation of NFE2L2	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	PSMD1;RPS27A
Transport of Mature mRNA Derived From an Intronless Transcript	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	CPSF1;NUP210
Vif-mediated Degradation of APOBEC3G	2/42	0.9995391898385221	0.9999963891873126	0	0	0.1813166434863236	8.357180861206385E-5	PSMD1;RPS27A
Selective Autophagy	8/89	0.9995411755196603	0.9999963891873126	0	0	0.3577151896557653	1.6416615060848915E-4	HSPA8;TUBB6;TUBAL3;PEX5;PLIN2;VIM;RPS27A;OPTN
Diseases of DNA Repair	3/51	0.999541615050251	0.9999963891873126	0	0	0.22658242522606076	1.0388578526091978E-4	RAD51AP1;NTHL1;NEIL1
Signaling by NOTCH	27/209	0.9995484154946778	0.9999963891873126	0	0	0.5361966082413739	2.4219276945589883E-4	HDAC10;MIR34A;WWC1;NOTCH4;ARRB1;IKZF1;HDAC9;DLL4;NEURL1B;CCND1;MDK;MYC;DNER;E2F1;PSMD1;RPS27A;DLGAP5;EGF;H2BC4;MIB2;DLK1;KAT2B;HEYL;KAT2A;ELF3;NEURL1;MAMLD1
Cellular Senescence	20/167	0.9995570924797075	0.9999963891873126	0	0	0.4920571580587542	2.1798409267919622E-4	CDKN1A;CDKN2B;CXCL8;CDKN2C;H2BC4;HMGA1;ETS1;H1-2;MAPK10;IL6;RPS6KA2;RPS6KA1;ID1;E2F1;E2F2;IGFBP7;RPS27A;EZH2;VENTX;MAP4K4
Rab Regulation of Trafficking	13/123	0.9995645449393176	0.9999963891873126	0	0	0.4277396319692392	1.8630195340419862E-4	DENND1C;TRAPPC5;DENND2A;SYTL1;TRAPPC6A;RAB31;AKT2;AKT3;TBC1D10C;DENND5A;DENND6B;RIN1;OPTN
APC C-mediated Degradation of Cell Cycle Proteins	6/75	0.9995713872696464	0.9999963891873126	0	0	0.31504085544234844	1.3505946739568185E-4	CDC20;BUB1B;PSMD1;RPS27A;AURKB;MAD2L1
Regulation of Mitotic Cell Cycle	6/75	0.9995713872696464	0.9999963891873126	0	0	0.31504085544234844	1.3505946739568185E-4	CDC20;BUB1B;PSMD1;RPS27A;AURKB;MAD2L1
Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC)	1/32	0.9995817403660293	0.9999963891873126	0	0	0.11701865211378164	4.895441714297873E-5	NUP210
Packaging Of Telomere Ends	1/32	0.9995817403660293	0.9999963891873126	0	0	0.11701865211378164	4.895441714297873E-5	H2BC4
Regulation of Glucokinase by Glucokinase Regulatory Protein	1/32	0.9995817403660293	0.9999963891873126	0	0	0.11701865211378164	4.895441714297873E-5	NUP210
DNA Damage Telomere Stress Induced Senescence	4/60	0.9996020715773091	0.9999963891873126	0	0	0.258878876225815	1.0303576467408559E-4	CDKN1A;H2BC4;HMGA1;H1-2
Formation of the Beta-Catenin TCF Transactivating Complex	4/60	0.9996020715773091	0.9999963891873126	0	0	0.258878876225815	1.0303576467408559E-4	MYC;H2BC4;TCF4;RUNX3
ABC-family Proteins Mediated Transport	8/90	0.9996112732484255	0.9999963891873126	0	0	0.35333016282809065	1.373755889429025E-4	ABCD2;PEX19;DERL3;ABCC6;PSMD1;ABCC9;RPS27A;ABCD1
Complex I Biogenesis	5/68	0.9996118538401629	0.9999963891873126	0	0	0.28758104958522496	1.1164514875824858E-4	MT-ND4;MT-ND5;NDUFS1;MT-ND2;MT-ND1
Downstream Signaling Events of B Cell Receptor (BCR)	5/68	0.9996118538401629	0.9999963891873126	0	0	0.28758104958522496	1.1164514875824858E-4	PSMD1;RPS27A;CALM1;NFKBIE;CARD11
Regulation of APC C Activators Between G1 S and Early Anaphase	5/68	0.9996118538401629	0.9999963891873126	0	0	0.28758104958522496	1.1164514875824858E-4	CDC20;BUB1B;PSMD1;RPS27A;MAD2L1
Mitochondrial Biogenesis	9/97	0.9996126082238289	0.9999963891873126	0	0	0.37033792768643015	1.434936635174393E-4	MT-ATP6;CHCHD3;ALAS1;ACSS2;PERM1;CYCS;CALM1;PPARA;MT-ATP8
Hh Mutants Are Degraded by ERAD	2/43	0.9996302876480073	0.9999963891873126	0	0	0.17688297884369664	6.540791393779811E-5	PSMD1;RPS27A
Homologous DNA Pairing and Strand Exchange	2/43	0.9996302876480073	0.9999963891873126	0	0	0.17688297884369664	6.540791393779811E-5	RAD51AP1;XRCC3
Interactions of Vpr With Host Cellular Proteins	2/43	0.9996302876480073	0.9999963891873126	0	0	0.17688297884369664	6.540791393779811E-5	NUP210;HMGA1
Transport of Mature mRNAs Derived From Intronless Transcripts	2/43	0.9996302876480073	0.9999963891873126	0	0	0.17688297884369664	6.540791393779811E-5	CPSF1;NUP210
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	6/76	0.9996413035808609	0.9999963891873126	0	0	0.31052038448790187	1.11402531024653E-4	XAB2;LIG1;CCNH;POLD1;GTF2H2;RPS27A
APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1	4/61	0.9996724767866785	0.9999963891873126	0	0	0.254320867102822	8.330963127215056E-5	CDC20;PSMD1;RPS27A;AURKB
Loss of Nlp From Mitotic Centrosomes	5/69	0.9996776750129199	0.9999963891873126	0	0	0.28306947344003713	9.125507205447643E-5	PRKAR2B;HAUS5;PRKACA;TUBG1;YWHAG
Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome	5/69	0.9996776750129199	0.9999963891873126	0	0	0.28306947344003713	9.125507205447643E-5	PRKAR2B;HAUS5;PRKACA;TUBG1;YWHAG
Degradation of DVL	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	PSMD1;RPS27A
Formation of HIV-1 Elongation Complex Containing HIV-1 Tat	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	CCNH;GTF2H2
HIV Transcription Elongation	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	CCNH;GTF2H2
Intra-Golgi Traffic	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	RAB36;MAN1A1
SUMOylation of Transcription Cofactors	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	NRIP1;HIPK2
Stabilization of P53	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	PSMD1;RPS27A
Tat-mediated Elongation of the HIV-1 Transcript	2/44	0.999703388516847	0.9999963891873126	0	0	0.17266044108881382	5.1220666207665654E-5	CCNH;GTF2H2
TP53 Regulates Transcription of DNA Repair Genes	4/62	0.9997305069524358	0.9999963891873126	0	0	0.24992003070820804	6.736078776261623E-5	CCNH;FANCD2;GTF2H2;DDB2
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs	7/85	0.9997306896169637	0.9999963891873126	0	0	0.32502633129228625	8.754475466212218E-5	CCNH;TAL1;H2BC4;PSMD1;GATA2;RPS27A;TP73
Formation of HIV Elongation Complex in the Absence of HIV Tat	2/45	0.9997620143060162	0.9999963891873126	0	0	0.16863430043880928	4.0137327263707594E-5	CCNH;GTF2H2
Somitogenesis	2/45	0.9997620143060162	0.9999963891873126	0	0	0.16863430043880928	4.0137327263707594E-5	RIPPLY2;PSMD1
RHO GTPase Effectors	40/291	0.9997712387831569	0.9999963891873126	0	0	0.575173580700584	1.315924604167037E-4	ITGB1;RTKN;TUBAL3;ROCK2;NOXO1;BUB1B;IQGAP3;PRKCZ;AURKB;CDC20;TUBB6;KLC3;PPP2R1B;KIF5B;RAC2;RHPN1;SFN;RHPN2;PAK3;BUB1;YWHAG;WASF3;H2BC4;PPP2R5A;CYBA;RHOB;AR;DIAPH2;KIF18A;RPS27;TAOK1;CENPK;NOXA1;BTK;CENPM;CALM1;ROPN1;RHOQ;S100A8;MAD2L1
Base Excision Repair	5/71	0.9997779402729785	0.9999963891873126	0	0	0.27445646443558763	6.095249536958726E-5	LIG1;NTHL1;POLD1;H2BC4;NEIL1
Interferon Signaling	38/280	0.9997834211341085	0.9999963891873126	0	0	0.5668015099355148	1.2277052343776193E-4	FCGR1BP;EIF4E3;TUBAL3;SAMHD1;USP18;IFIT3;TUBB6;SOCS1;PPP2R1B;TRIM29;TRIM2;TRIM46;RPS27A;KPNA2;FCGR1A;KPNA3;HLA-DQA1;GBP4;TRIM45;HSPA8;HLA-H;NUP210;RSAD2;SPHK1;FANCA;PPP2R5A;PTPN11;ISG20;IFI27;TRIM17;IRF4;OAS2;IRF7;IRF8;IRF5;PTPN6;EIF4G3;HLA-DQB1
RNA Polymerase I Promoter Clearance	6/79	0.9997902527790227	0.9999963891873126	0	0	0.2977020627403617	6.244872979174419E-5	KAT2B;KAT2A;CCNH;H2BC4;MBD2;GTF2H2
Latent Infection - Other Responses of Mtb to Phagocytosis	1/35	0.9997970899877656	0.9999963891873126	0	0	0.10667302842342036	2.164722179577439E-5	DLAT
Nuclear Import of Rev Protein	1/35	0.9997970899877656	0.9999963891873126	0	0	0.10667302842342036	2.164722179577439E-5	NUP210
SUMOylation of SUMOylation Proteins	1/35	0.9997970899877656	0.9999963891873126	0	0	0.10667302842342036	2.164722179577439E-5	NUP210
Transport of the SLBP Independent Mature mRNA	1/35	0.9997970899877656	0.9999963891873126	0	0	0.10667302842342036	2.164722179577439E-5	NUP210
APC C Cdc20 Mediated Degradation of Securin	3/55	0.9997988107843649	0.9999963891873126	0	0	0.20909950239883002	4.2072797315776546E-5	CDC20;PSMD1;RPS27A
M-decay Degradation of Maternal mRNAs by Maternally Stored Factors	2/46	0.9998090055545995	0.9999963891873126	0	0	0.16479116618198678	3.1477203473036174E-5	RPS2;KPNA2
SUMOylation of DNA Replication Proteins	2/46	0.9998090055545995	0.9999963891873126	0	0	0.16479116618198678	3.1477203473036174E-5	NUP210;AURKB
Mitotic G2-G2 M Phases	22/186	0.9998104433597526	0.9999963891873126	0	0	0.4848512388244516	9.191548372176503E-5	CDKN1A;TUBAL3;CCNH;HAUS5;PKMYT1;FOXM1;TUBG1;MZT2B;CCNB2;MZT2A;TUBB6;PPP2R1B;PRKAR2B;E2F1;PSMD1;TUBGCP6;MYBL2;PRKACA;RPS27A;PHLDA1;OPTN;YWHAG
AURKA Activation by TPX2	5/72	0.9998157316537285	0.9999963891873126	0	0	0.27034278849316395	4.9820208846791166E-5	PRKAR2B;HAUS5;PRKACA;TUBG1;YWHAG
Degradation of Beta-Catenin by the Destruction Complex	5/72	0.9998157316537285	0.9999963891873126	0	0	0.27034278849316395	4.9820208846791166E-5	PPP2R1B;MYC;PSMD1;PPP2R5A;RPS27A
Cytosolic Sensors of Pathogen-Associated DNA	4/64	0.9998176185421868	0.9999963891873126	0	0	0.24155844155844156	4.4059798685822E-5	ZBP1;IRF7;NLRC3;RPS27A
